ele_load(kW),heat_load(kW),cool_load(kW),solarRadiation(W/m-2),windSpeed(m/s),temperature(C)
1653.0360999999998,561.2923999999999,219.4064,162.23,2.33,-1.24
1606.5137,545.4956,213.2315,221.71,2.02,0.23
1559.9913000000001,527.9364,207.0566,242.01,2.32,1.95
1495.3869,509.45160000000004,198.4817,225.88,2.19,2.5
1430.7825,487.44210000000004,189.9068,167.19,1.57,2.08
1366.1781,460.8022,181.3319,80.79,1.87,-0.07
1330.1542000000002,447.1488,176.5505,8.91,2.48,-2.19
1294.1302,462.8175,171.769,0.0,2.89,-2.99
1280.3538,469.4624,169.9405,0.0,3.12,-3.23
1266.5774000000001,462.98019999999997,168.112,0.0,3.21,-3.31
1252.8011,443.79110000000003,166.28349999999998,0.0,3.23,-3.42
1254.6778,450.1257,166.53259999999997,0.0,3.18,-3.6
1256.5546000000002,462.1556,166.78169999999997,0.0,3.07,-3.83
1241.4358,455.1925,164.7749,0.0,2.91,-4.06
1226.3168999999998,455.19059999999996,162.7682,0.0,2.74,-4.28
1211.1981,450.94700000000006,160.76149999999998,0.0,2.57,-4.45
1189.0524,461.50829999999996,157.82209999999998,0.0,2.43,-4.56
1166.9067,438.4116,154.8828,0.0,2.3,-4.6
1181.4756,447.8894,156.8165,0.0,2.19,-4.54
1196.0446000000002,461.5197,158.7502,0.0,2.31,-4.44
1210.6135,469.87690000000003,160.6839,0.0,2.29,-4.36
1251.7078999999999,485.8268,166.1384,0.0,2.24,-4.29
1292.8020999999999,500.31629999999996,171.59279999999998,9.5,2.57,-4.04
1315.2967999999998,510.5078,174.5785,55.07,2.68,-3.06
1337.7915,502.61369999999994,177.56419999999997,91.45,2.6,-1.62
1360.2862,492.6239,180.5499,131.2,2.45,-0.48
1335.8113999999998,489.79690000000005,177.3014,140.55,2.33,0.44
1311.3367,477.85979999999995,174.0528,129.39,2.11,0.8
1308.6468,466.5306,173.69580000000002,110.41,1.8,0.56
1305.9569000000001,465.57169999999996,173.33880000000002,65.22,1.3,-0.97
1303.267,467.5574,172.9818,9.21,1.54,-2.59
1356.8483,491.37879999999996,180.0936,0.0,1.63,-3.29
1410.4295000000002,515.5634,187.2054,0.0,1.68,-3.78
1427.842,525.1544,189.5165,0.0,1.71,-4.18
1445.2545,534.8242,191.8277,0.0,1.78,-4.46
1462.6670000000001,542.9202,194.1388,0.0,1.82,-4.6
1483.26,557.2668,196.8721,0.0,2.03,-4.55
1503.8529,556.5089,199.6054,0.0,2.38,-4.58
1759.5682000000002,647.1619999999999,233.5463,0.0,2.68,-4.67
1786.0734999999997,658.9283,237.0643,0.0,2.94,-4.77
1843.3531,682.1427,244.667,0.0,3.09,-4.93
1948.4407,727.6347000000001,258.6152,0.0,3.54,-4.85
2101.4161,794.2587,278.9196,0.0,3.78,-4.91
2255.154,857.4614999999999,299.32509999999996,0.0,4.19,-4.91
2399.9836999999998,907.1063,318.54830000000004,0.0,4.4,-4.87
2528.3899,941.3571000000001,335.5915,0.0,4.6,-4.94
2612.5196,960.8739,346.75800000000004,8.08,4.93,-5.2
2654.5071999999996,1003.307,352.33099999999996,45.21,5.47,-4.75
2676.6977,1035.8859,355.2763,98.12,5.74,-3.81
2678.4952999999996,997.2436,355.51489999999995,132.22,5.77,-2.71
2658.0252,947.582,352.7979,138.24,5.71,-1.74
2621.7992,872.4665999999999,347.9897,153.95,5.53,-1.13
2568.8206,875.1513,340.95779999999996,89.11,5.25,-0.84
2493.0095,846.5075,330.8955,57.98,4.73,-0.95
2403.9552,810.8371000000001,319.0754,9.96,4.41,-1.42
2318.2743,779.3185000000001,307.703,0.0,4.42,-1.66
2224.0525,792.8713,295.197,0.0,4.18,-1.89
2125.8327,765.0611,282.1604,0.0,3.93,-2.06
2055.0504,748.8740999999999,272.7655,0.0,3.76,-2.24
1996.6195,698.2579,265.01,0.0,3.75,-2.42
1925.7587000000003,653.8960000000001,255.6047,0.0,3.73,-2.62
1874.9598999999998,657.8292999999999,248.8622,0.0,3.6,-2.85
1759.5682000000002,617.3442,233.5463,0.0,3.3,-3.16
1786.0734999999997,618.5724,237.0643,0.0,2.93,-3.49
1843.3531,627.9975,244.667,0.0,2.92,-3.56
1948.4407,654.9941,258.6152,0.0,3.02,-3.73
2101.4161,734.9074,278.9196,0.0,2.97,-4.17
2255.154,778.4816999999999,299.32509999999996,0.0,3.1,-4.4
2399.9836999999998,804.0748000000001,318.54830000000004,0.0,3.17,-4.92
2528.3899,844.2388000000001,335.5915,0.0,3.35,-4.97
2612.5196,881.1844,346.75800000000004,10.04,3.74,-4.65
2654.5071999999996,880.3521,352.33099999999996,58.55,4.42,-3.77
2676.6977,884.6874,355.2763,113.07,4.55,-2.72
2678.4952999999996,894.3595000000001,355.51489999999995,183.45,4.91,-1.38
2658.0252,911.5475,352.7979,215.53,5.78,-0.02
2621.7992,908.01,347.9897,197.85,6.27,0.55
2568.8206,912.8784999999999,340.95779999999996,144.34,6.13,0.4
2493.0095,883.1212999999999,330.8955,73.7,5.47,-0.51
2403.9552,865.154,319.0754,10.74,5.06,-1.79
2318.2743,847.4137000000001,307.703,0.0,5.31,-2.34
2224.0525,815.4847,295.197,0.0,5.44,-2.81
2125.8327,781.8725,282.1604,0.0,5.44,-3.32
2055.0504,765.1258,272.7655,0.0,5.4,-3.88
1996.6195,741.1153999999999,265.01,0.0,5.31,-4.45
1925.7587000000003,714.813,255.6047,0.0,5.19,-5.03
1874.9598999999998,698.0754000000001,248.8622,0.0,5.03,-5.57
1759.5682000000002,659.0891,233.5463,0.0,4.83,-6.05
1786.0734999999997,685.1597,237.0643,0.0,4.69,-6.4
1843.3531,709.2153,244.667,0.0,4.67,-6.63
1948.4407,782.6654000000001,258.6152,0.0,4.66,-6.77
2101.4161,822.7473,278.9196,0.0,4.57,-6.87
2255.154,875.2956999999999,299.32509999999996,0.0,4.43,-6.91
2399.9836999999998,928.7972,318.54830000000004,0.0,4.41,-6.89
2528.3899,967.0649000000001,335.5915,0.0,4.37,-6.93
2612.5196,999.243,346.75800000000004,10.73,4.42,-6.85
2654.5071999999996,1003.307,352.33099999999996,62.16,4.95,-6.2
2676.6977,1017.7420999999999,355.2763,120.9,4.87,-5.44
2678.4952999999996,1054.7376000000002,355.51489999999995,160.2,4.87,-4.27
2658.0252,1049.6797,352.7979,199.35,4.71,-3.43
2621.7992,1014.6401,347.9897,188.16,4.64,-3.09
2568.8206,985.4309999999999,340.95779999999996,150.72,4.76,-3.06
2493.0095,956.3489999999999,330.8955,72.95,4.35,-3.59
2403.9552,916.755,319.0754,11.63,3.09,-5.13
2318.2743,886.6993000000001,307.703,0.0,3.27,-5.84
2224.0525,838.0980999999999,295.197,0.0,3.39,-6.26
2125.8327,793.8807,282.1604,0.0,3.39,-6.73
2055.0504,767.4473999999999,272.7655,0.0,3.38,-7.16
1996.6195,743.3711,265.01,0.0,3.45,-7.55
1925.7587000000003,716.9886,255.6047,0.0,3.59,-7.95
1874.9598999999998,702.3118,248.8622,0.0,3.67,-8.38
1759.5682000000002,653.1255,233.5463,0.0,3.63,-8.7
1786.0734999999997,662.9639,237.0643,0.0,3.55,-8.88
1843.3531,686.3078,244.667,0.0,3.47,-8.81
1948.4407,732.0371,258.6152,0.0,3.49,-8.71
2101.4161,791.8846000000001,278.9196,0.0,3.5,-8.53
2255.154,849.8183,299.32509999999996,0.0,3.25,-8.43
2399.9836999999998,901.6836,318.54830000000004,0.0,3.1,-8.44
2528.3899,949.9264,335.5915,0.0,2.69,-8.38
2612.5196,990.3886,346.75800000000004,6.37,2.51,-7.92
2654.5071999999996,1012.3036999999999,352.33099999999996,35.03,2.89,-6.56
2676.6977,1017.7420999999999,355.2763,67.56,3.3,-4.63
2678.4952999999996,1006.3216,355.51489999999995,86.36,3.56,-3.29
2658.0252,1004.6365999999999,352.7979,109.95,3.12,-2.62
2621.7992,985.0206999999999,347.9897,99.96,2.69,-2.17
2568.8206,953.5079,340.95779999999996,56.0,2.42,-2.1
2493.0095,919.7351999999998,330.8955,21.7,2.05,-2.45
2403.9552,895.0282,319.0754,11.41,1.49,-3.49
2318.2743,868.3660000000001,307.703,0.0,1.75,-4.01
2224.0525,840.6107,295.197,0.0,1.85,-4.22
2125.8327,805.8889,282.1604,0.0,1.87,-4.55
2055.0504,783.6990999999999,272.7655,0.0,1.85,-4.85
1996.6195,779.4616000000001,265.01,0.0,1.76,-4.95
1925.7587000000003,756.1495,255.6047,0.0,1.66,-5.22
1874.9598999999998,765.8582999999999,248.8622,0.0,1.56,-5.35
1759.5682000000002,718.7247,233.5463,0.0,1.4,-5.42
1786.0734999999997,743.6758,237.0643,0.0,1.24,-5.42
1843.3531,777.9381,244.667,0.0,1.02,-5.28
1948.4407,833.2937000000001,258.6152,0.0,0.78,-5.2
2101.4161,905.8391,278.9196,0.0,0.63,-5.12
2255.154,954.2754999999999,299.32509999999996,0.0,0.59,-5.1
2399.9836999999998,1007.4265,318.54830000000004,0.0,0.69,-5.18
2528.3899,1055.614,335.5915,0.0,0.83,-5.29
2612.5196,1090.7384,346.75800000000004,9.6,0.95,-5.15
2654.5071999999996,1096.2729,352.33099999999996,49.45,1.42,-4.06
2676.6977,1081.2454,355.2763,103.08,1.92,-2.98
2678.4952999999996,1057.7636,355.51489999999995,135.98,2.72,-2.49
2658.0252,1043.674,352.7979,125.03,3.2,-2.24
2621.7992,1035.3737999999998,347.9897,105.53,3.53,-2.31
2568.8206,1028.9624000000001,340.95779999999996,80.71,3.78,-2.49
2493.0095,1026.7603,330.8955,37.15,3.75,-2.84
2403.9552,1017.2411,319.0754,8.61,3.48,-3.42
2318.2743,988.8421000000001,307.703,0.0,3.8,-3.92
2224.0525,953.6777000000001,295.197,0.0,4.46,-4.13
2125.8327,918.7658,282.1604,0.0,4.93,-4.23
2055.0504,883.531,272.7655,0.0,5.26,-4.18
1996.6195,860.6654,265.01,0.0,5.8,-3.92
1925.7587000000003,823.5931999999999,255.6047,0.0,5.81,-3.15
1874.9598999999998,806.1044,248.8622,0.0,5.64,-2.08
2228.0138,950.3422,295.7228,0.0,5.0,-1.2
2043.7307999999998,867.12,271.263,0.0,4.78,-0.48
1859.4479000000001,784.7305,246.8033,0.0,5.08,0.19
1761.539,751.3709,233.80790000000002,0.0,5.69,1.04
1663.6301,713.3676,220.8125,0.0,5.9,1.71
1565.7212,671.3841,207.81709999999998,0.0,5.67,1.96
1602.5401000000002,690.793,212.7041,0.0,5.23,1.9
1639.3591000000001,702.9600999999999,217.59099999999998,0.0,4.86,1.49
1643.918,701.2006999999999,218.19619999999998,9.61,4.46,1.01
1648.4770999999998,688.2465,218.8013,49.08,4.23,0.71
1653.0360999999998,673.3423999999999,219.4064,92.3,3.87,0.9
1606.5137,641.6875,213.2315,117.42,3.58,1.36
1559.9913000000001,610.7685,207.0566,151.16,3.27,1.79
1495.3869,578.7169,198.4817,117.34,3.02,2.19
1430.7825,556.9478,189.9068,87.95,2.63,2.15
1366.1781,537.9735000000001,181.3319,62.18,2.66,1.83
1330.1542000000002,535.8097,176.5505,11.03,2.97,1.65
1294.1302,528.6088,171.769,0.0,3.41,1.82
1280.3538,522.9816999999999,169.9405,0.0,4.19,2.26
1266.5774000000001,515.9236,168.112,0.0,5.07,2.73
1252.8011,510.31199999999995,166.28349999999998,0.0,6.03,3.03
1254.6778,509.65899999999993,166.53259999999997,0.0,6.28,2.98
1256.5546000000002,511.84090000000003,166.78169999999997,0.0,5.61,2.64
1241.4358,505.6824,164.7749,0.0,5.6,2.45
1226.3168999999998,500.9094,162.7682,0.0,5.91,2.35
1211.1981,493.36550000000005,160.76149999999998,0.0,6.54,2.58
1189.0524,488.37469999999996,157.82209999999998,0.0,6.7,2.77
1166.9067,493.78020000000004,154.8828,0.0,6.61,2.76
1181.4756,498.6103,156.8165,0.0,6.45,2.62
1196.0446000000002,507.4612,158.7502,0.0,6.28,2.19
1210.6135,515.0102,160.6839,0.0,6.62,1.94
1251.7078999999999,531.0782,166.1384,0.0,6.58,1.8
1292.8020999999999,544.1322,171.59279999999998,10.59,6.15,1.92
1315.2967999999998,553.6001,174.5785,54.84,5.89,2.32
1337.7915,560.0452,177.56419999999997,96.7,5.92,3.2
1360.2862,566.3888,180.5499,127.66,6.14,4.12
1335.8113999999998,553.1799000000001,177.3014,149.27,6.1,4.56
1311.3367,540.0815,174.0528,124.62,5.85,4.57
1308.6468,537.4952000000001,173.69580000000002,75.52,5.58,4.22
1305.9569000000001,530.4889,173.33880000000002,32.99,5.49,3.83
1303.267,527.9238,172.9818,12.74,5.11,3.47
1356.8483,548.0955,180.0936,0.0,4.7,3.1
1410.4295000000002,569.7395,187.2054,0.0,4.4,2.67
1427.842,579.9994,189.5165,0.0,4.49,2.37
1445.2545,588.7053,191.8277,0.0,4.43,2.09
1462.6670000000001,597.4504000000001,194.1388,0.0,4.36,1.82
1483.26,605.862,196.8721,0.0,4.39,1.56
1503.8529,614.2736,199.6054,0.0,4.48,1.38
1759.5682000000002,716.7367999999999,233.5463,0.0,4.32,0.96
1786.0734999999997,721.48,237.0643,0.0,4.48,0.77
1843.3531,736.2878999999999,244.667,0.0,4.94,0.73
1948.4407,767.2568000000001,258.6152,0.0,5.24,0.68
2101.4161,817.9992,278.9196,0.0,4.89,0.73
2255.154,849.8183,299.32509999999996,0.0,4.45,0.74
2399.9836999999998,896.2609000000001,318.54830000000004,0.0,4.09,0.52
2528.3899,941.3571000000001,335.5915,0.0,3.63,0.19
2612.5196,969.7283,346.75800000000004,12.43,3.49,0.31
2654.5071999999996,967.3202,352.33099999999996,72.16,3.53,1.15
2676.6977,969.3586,355.2763,85.55,3.29,1.94
2678.4952999999996,939.7495000000001,355.51489999999995,102.84,2.31,2.77
2658.0252,911.5475,352.7979,119.98,1.02,3.48
2621.7992,893.2001999999999,347.9897,124.73,0.77,3.72
2568.8206,872.2492,340.95779999999996,92.67,1.46,3.26
2493.0095,866.2225999999999,330.8955,46.02,2.57,2.03
2403.9552,846.1431,319.0754,16.54,4.25,1.11
2318.2743,821.2232,307.703,0.0,5.29,0.75
2224.0525,787.8461,295.197,0.0,6.13,0.51
2125.8327,767.4627,282.1604,0.0,6.25,0.05
2055.0504,776.7340999999999,272.7655,0.0,6.26,-0.38
1996.6195,783.9730000000001,265.01,0.0,5.87,-0.83
1925.7587000000003,777.9055000000001,255.6047,0.0,5.24,-1.33
1874.9598999999998,799.7498,248.8622,0.0,4.83,-2.06
1759.5682000000002,744.5668,233.5463,0.0,4.38,-2.58
1786.0734999999997,773.9427000000001,237.0643,0.0,3.84,-3.06
1843.3531,782.1030999999999,244.667,0.0,3.65,-3.08
1948.4407,780.4642000000001,258.6152,0.0,3.68,-2.44
2101.4161,836.9916000000001,278.9196,0.0,3.67,-1.54
2255.154,890.5821,299.32509999999996,0.0,3.82,-0.81
2399.9836999999998,926.0858000000001,318.54830000000004,0.0,4.0,-0.56
2528.3899,972.7778,335.5915,0.0,4.23,-0.52
2612.5196,1008.0974000000001,346.75800000000004,18.13,4.66,-0.32
2654.5071999999996,1018.3014999999999,352.33099999999996,82.35,5.29,0.41
2676.6977,1014.7180999999999,355.2763,128.41,5.24,1.13
2678.4952999999996,988.1655999999999,355.51489999999995,193.13,5.33,2.01
2658.0252,929.5647,352.7979,194.23,5.46,2.62
2621.7992,902.0861,347.9897,169.38,5.38,2.92
2568.8206,875.1513,340.95779999999996,128.01,4.71,2.79
2493.0095,835.2417,330.8955,70.22,3.13,1.46
2403.9552,832.5639,319.0754,17.48,3.24,-0.95
2318.2743,847.4137000000001,307.703,0.0,3.66,-1.52
2224.0525,807.9469,295.197,0.0,3.93,-1.63
2125.8327,781.8725,282.1604,0.0,4.25,-1.48
2055.0504,758.1608,272.7655,0.0,4.36,-1.45
1996.6195,736.6041,265.01,0.0,4.25,-1.56
1925.7587000000003,716.9886,255.6047,0.0,3.91,-1.81
1874.9598999999998,695.9572000000001,248.8622,0.0,3.79,-2.05
1759.5682000000002,647.1619999999999,233.5463,0.0,3.75,-2.22
1786.0734999999997,652.8749,237.0643,0.0,3.95,-2.17
1843.3531,669.6477,244.667,0.0,4.16,-2.08
1948.4407,710.0247999999999,258.6152,0.0,4.46,-2.0
2101.4161,765.77,278.9196,0.0,4.74,-2.0
2255.154,824.3409999999999,299.32509999999996,0.0,5.05,-1.92
2399.9836999999998,882.7041,318.54830000000004,0.0,5.12,-1.95
2528.3899,932.7879,335.5915,0.0,5.31,-1.94
2612.5196,957.9225,346.75800000000004,19.15,5.61,-1.77
2654.5071999999996,970.3191,352.33099999999996,80.12,6.03,-1.02
2676.6977,972.3825,355.2763,166.51,6.1,-0.16
2678.4952999999996,957.9055999999999,355.51489999999995,214.98,6.78,0.81
2658.0252,944.5790999999999,352.7979,246.48,7.42,1.55
2621.7992,940.5914,347.9897,222.16,7.74,1.82
2568.8206,924.4869,340.95779999999996,187.46,7.97,1.76
2493.0095,905.6528999999999,330.8955,104.7,7.89,1.37
2403.9552,884.1649000000001,319.0754,22.01,7.74,0.78
2318.2743,852.6518000000001,307.703,0.0,7.68,0.4
2224.0525,825.5350999999999,295.197,0.0,7.43,0.15
2125.8327,796.2823000000001,282.1604,0.0,6.82,-0.13
2055.0504,772.0908000000001,272.7655,0.0,6.39,-0.32
1996.6195,745.6267,265.01,0.0,5.89,-0.51
1925.7587000000003,710.4617999999999,255.6047,0.0,5.59,-0.63
1874.9598999999998,695.9572000000001,248.8622,0.0,5.27,-0.69
1759.5682000000002,647.1619999999999,233.5463,0.0,4.59,-0.88
1786.0734999999997,652.8749,237.0643,0.0,3.98,-1.07
1843.3531,669.6477,244.667,0.0,3.93,-1.22
1948.4407,696.8175,258.6152,0.0,3.92,-1.33
2101.4161,749.1517,278.9196,0.0,3.72,-1.46
2255.154,819.2454999999999,299.32509999999996,0.0,3.65,-1.52
2399.9836999999998,877.2814,318.54830000000004,0.0,3.69,-1.33
2528.3899,935.6443,335.5915,0.0,3.77,-1.11
2612.5196,981.5341999999999,346.75800000000004,15.63,4.02,-0.72
2654.5071999999996,997.3092,352.33099999999996,65.45,4.5,0.19
2676.6977,987.5024000000001,355.2763,113.09,4.62,1.2
2678.4952999999996,970.0096000000001,355.51489999999995,152.45,4.86,2.23
2658.0252,959.5935,352.7979,189.79,4.84,2.93
2621.7992,946.5153,347.9897,210.59,4.42,3.17
2568.8206,927.3889999999999,340.95779999999996,166.49,3.45,2.99
2493.0095,902.8364999999999,330.8955,113.23,2.17,1.48
2403.9552,884.1649000000001,319.0754,26.22,2.7,-0.81
2318.2743,886.6993000000001,307.703,0.0,3.16,-1.68
2224.0525,855.6863000000001,295.197,0.0,3.56,-1.85
2125.8327,832.3069,282.1604,0.0,3.99,-1.95
2055.0504,857.9925999999999,272.7655,0.0,4.23,-2.17
1996.6195,858.4097,265.01,0.0,4.36,-2.49
1925.7587000000003,843.1736999999999,255.6047,0.0,4.51,-2.74
1874.9598999999998,846.3504999999999,248.8622,0.0,4.63,-2.93
1759.5682000000002,790.2873999999999,233.5463,0.0,4.76,-3.08
1786.0734999999997,826.4055000000001,237.0643,0.0,4.91,-3.27
1843.3531,848.7434,244.667,0.0,5.18,-3.38
1948.4407,925.7453000000002,258.6152,0.0,5.42,-3.35
2101.4161,1005.5493000000001,278.9196,0.0,5.83,-3.05
2255.154,1066.3759,299.32509999999996,0.0,5.91,-3.07
2399.9836999999998,1159.2624,318.54830000000004,0.0,6.26,-3.04
2528.3899,1224.1428,335.5915,0.0,6.39,-3.03
2612.5196,1241.2631,346.75800000000004,16.8,6.64,-2.85
2654.5071999999996,1195.2366,352.33099999999996,58.27,7.18,-2.01
2676.6977,1090.3174000000001,355.2763,83.77,7.64,-0.81
2678.4952999999996,1057.7636,355.51489999999995,108.95,7.49,0.28
2658.0252,1013.6451999999999,352.7979,59.29,6.92,1.14
2621.7992,973.1728999999999,347.9897,82.53,6.22,1.49
2568.8206,912.8784999999999,340.95779999999996,50.63,5.53,1.38
2493.0095,902.8364999999999,330.8955,34.62,4.33,0.79
2403.9552,924.9025,319.0754,20.48,3.37,-0.41
2318.2743,925.985,307.703,0.0,3.15,-0.92
2224.0525,931.0642999999999,295.197,0.0,3.0,-1.37
2125.8327,889.9461,282.1604,0.0,3.13,-1.69
2055.0504,895.1392999999999,272.7655,0.0,3.23,-1.91
1996.6195,869.688,265.01,0.0,3.15,-2.04
1925.7587000000003,860.5785,255.6047,0.0,3.1,-2.02
1874.9598999999998,827.2866,248.8622,0.0,3.24,-2.06
2228.0138,972.9959,295.7228,0.0,3.35,-2.03
2043.7307999999998,908.6799000000001,271.263,0.0,3.37,-1.99
1859.4479000000001,824.6436,246.8033,0.0,3.39,-2.03
1761.539,773.2617999999999,233.80790000000002,0.0,3.37,-2.1
1663.6301,737.8007000000001,220.8125,0.0,3.39,-2.1
1565.7212,696.1481,207.81709999999998,0.0,3.53,-2.1
1602.5401000000002,714.3289,212.7041,0.0,3.67,-2.08
1639.3591000000001,717.7764999999999,217.59099999999998,0.0,3.61,-2.0
1643.918,714.2011,218.19619999999998,16.65,3.7,-1.69
1648.4770999999998,706.87,218.8013,41.22,3.86,-0.94
1653.0360999999998,677.0773999999999,219.4064,42.76,3.59,-0.16
1606.5137,632.6128,213.2315,102.94,3.6,0.46
1559.9913000000001,591.3822,207.0566,81.72,3.88,0.8
1495.3869,553.3759,198.4817,59.16,3.96,0.88
1430.7825,534.318,189.9068,34.06,3.87,0.83
1366.1781,505.56160000000006,181.3319,14.26,3.66,0.63
1330.1542000000002,489.2252,176.5505,16.55,3.27,0.17
1294.1302,512.5265,171.769,0.0,3.52,-0.08
1280.3538,501.2847,169.9405,0.0,3.85,-0.15
1266.5774000000001,498.7528,168.112,0.0,4.11,-0.18
1252.8011,477.75919999999996,166.28349999999998,0.0,4.21,-0.19
1254.6778,477.0574,166.53259999999997,0.0,4.2,-0.22
1256.5546000000002,489.12760000000003,166.78169999999997,0.0,4.14,-0.31
1241.4358,504.2799,164.7749,0.0,3.96,-0.57
1226.3168999999998,488.44059999999996,162.7682,0.0,4.13,-0.71
1211.1981,481.05050000000006,160.76149999999998,0.0,4.51,-0.86
1189.0524,477.62809999999996,157.82209999999998,0.0,4.76,-1.08
1166.9067,463.4593,154.8828,0.0,4.71,-1.42
1181.4756,467.9108,156.8165,0.0,4.37,-1.73
1196.0446000000002,472.32950000000005,158.7502,0.0,4.05,-2.06
1210.6135,473.97990000000004,160.6839,0.0,4.14,-2.31
1251.7078999999999,491.48329999999993,166.1384,0.0,4.17,-2.42
1292.8020999999999,506.1584,171.59279999999998,20.77,4.41,-2.15
1315.2967999999998,510.5078,174.5785,82.98,4.6,-1.1
1337.7915,510.17049999999995,177.56419999999997,140.09,4.6,0.36
1360.2862,517.2122,180.5499,168.02,5.22,1.93
1335.8113999999998,488.28780000000006,177.3014,218.23,6.1,2.87
1311.3367,480.8228,174.0528,210.59,6.24,3.19
1308.6468,472.4443,173.69580000000002,176.19,5.52,3.06
1305.9569000000001,475.89939999999996,173.33880000000002,118.37,3.93,1.94
1303.267,476.3915,172.9818,33.06,3.32,-0.52
1356.8483,503.6418,180.0936,0.0,3.38,-1.31
1410.4295000000002,521.937,187.2054,0.0,3.42,-1.26
1427.842,536.446,189.5165,0.0,3.57,-0.99
1445.2545,541.3552,191.8277,0.0,3.71,-0.79
1462.6670000000001,551.1822999999999,194.1388,0.0,3.77,-1.08
1483.26,563.9696,196.8721,0.0,3.85,-1.02
1503.8529,578.5954,199.6054,0.0,3.74,-1.1
1759.5682000000002,678.9676000000001,233.5463,0.0,3.67,-1.45
1786.0734999999997,693.2309,237.0643,0.0,3.76,-1.81
1843.3531,715.4629,244.667,0.0,3.77,-2.31
1948.4407,758.4519,258.6152,0.0,3.89,-2.56
2101.4161,815.6251,278.9196,0.0,4.08,-2.68
2255.154,867.6525,299.32509999999996,0.0,4.78,-2.81
2399.9836999999998,928.7972,318.54830000000004,0.0,5.33,-2.96
2528.3899,969.9213000000001,335.5915,0.0,5.72,-2.84
2612.5196,993.34,346.75800000000004,26.87,6.3,-2.23
2654.5071999999996,994.3103,352.33099999999996,131.45,6.75,-1.14
2676.6977,996.5742999999999,355.2763,227.99,6.91,0.33
2678.4952999999996,976.0616,355.51489999999995,230.56,7.51,2.05
2658.0252,959.5935,352.7979,232.84,7.59,3.11
2621.7992,925.7817,347.9897,189.82,7.7,3.31
2568.8206,915.7805999999999,340.95779999999996,139.59,7.51,3.09
2493.0095,877.4884,330.8955,80.73,7.4,2.52
2403.9552,848.8589,319.0754,22.93,7.58,1.92
2318.2743,831.6994,307.703,0.0,7.87,1.62
2224.0525,797.8965,295.197,0.0,8.18,1.55
2125.8327,757.8561,282.1604,0.0,8.42,1.5
2055.0504,721.0139999999999,272.7655,0.0,8.62,1.38
1996.6195,693.7466000000001,265.01,0.0,8.79,1.26
1925.7587000000003,662.5985000000001,255.6047,0.0,8.89,1.19
1874.9598999999998,634.5289,248.8622,0.0,8.98,1.19
1759.5682000000002,575.5993,233.5463,0.0,8.66,1.11
1786.0734999999997,614.5368,237.0643,0.0,8.16,0.94
1843.3531,692.5553,244.667,0.0,7.74,0.8
1948.4407,745.2445000000001,258.6152,0.0,7.28,0.69
2101.4161,806.1289,278.9196,0.0,6.96,0.52
2255.154,860.0092999999999,299.32509999999996,0.0,6.69,0.47
2399.9836999999998,912.5290000000001,318.54830000000004,0.0,6.4,0.58
2528.3899,955.6392,335.5915,0.0,6.14,0.98
2612.5196,990.3886,346.75800000000004,28.23,6.14,1.27
2654.5071999999996,1018.3014999999999,352.33099999999996,59.8,6.22,1.63
2676.6977,1008.6702,355.2763,77.84,6.3,2.05
2678.4952999999996,994.2176000000001,355.51489999999995,121.27,6.52,2.54
2658.0252,944.5790999999999,352.7979,133.89,6.68,2.92
2621.7992,902.0861,347.9897,137.94,6.58,3.15
2568.8206,857.7387,340.95779999999996,114.78,6.07,3.07
2493.0095,838.0581,330.8955,80.57,5.42,2.63
2403.9552,829.8480000000001,319.0754,36.92,5.01,1.92
2318.2743,844.7946000000001,307.703,0.0,5.08,1.43
2224.0525,833.0728999999999,295.197,0.0,5.15,1.27
2125.8327,808.2905000000001,282.1604,0.0,4.92,1.05
2055.0504,792.9858,272.7655,0.0,4.69,0.83
1996.6195,774.9503,265.01,0.0,4.53,0.66
1925.7587000000003,734.3933999999999,255.6047,0.0,4.19,0.58
1874.9598999999998,710.7847,248.8622,0.0,3.83,0.58
1759.5682000000002,669.0283999999999,233.5463,0.0,3.67,0.6
1786.0734999999997,677.0885000000001,237.0643,0.0,3.52,0.65
